"Referencia";"Fecha Alta";"Tipo";"Operación";"Provincia";"Superficie";"Precio Venta";"Fecha Venta";"Vendedor"
1641;08/09/2005;"Oficina";"Alquiler";"Lleida";93;552513;01/29/2006;"Pedro"
1642;08/10/2005;"Industrial";"Venta";"Lleida";276;2667816;12/16/2005;"Joaquín"
1643;08/10/2005;"Piso";"Alquiler";"Tarragona";130;1246050;11/27/2005;"Luisa"
1644;08/10/2005;"Local";"Venta";"Barcelona";269;2384954;02/12/2006;"María"
1645;08/10/2005;"Casa";"Alquiler";"Girona";133;958132;06/04/2006;"Pedro"
1646;08/11/2005;"Parking";"Venta";"Girona";184;1147608;06/29/2006;"Luisa"
1647;08/12/2005;"Local";"Venta";"Tarragona";297;2888325;11/27/2005;"Pedro"
1648;08/12/2005;"Casa";"Venta";"Tarragona";118;545986;02/27/2006;"Pedro"
1649;08/14/2005;"Local";"Venta";"Barcelona";119;906780;11/21/2005;"Carmen"
1650;08/14/2005;"Casa";"Alquiler";"Tarragona";57;293037;11/27/2005;"Carmen"
1651;08/14/2005;"Parking";"Venta";"Lleida";77;592823;03/25/2006;"Pedro"
1652;08/15/2005;"Casa";"Alquiler";"Girona";63;601398;03/01/2006;"Carmen"
1653;08/15/2005;"Piso";"Alquiler";"Lleida";159;761928;02/05/2006;"Carmen"
1654;08/15/2005;"Oficina";"Alquiler";"Lleida";137;804327;12/17/2005;"Joaquín"
1655;08/15/2005;"Local";"Alquiler";"Barcelona";82;375232;05/22/2006;"Jesús"
1656;08/15/2005;"Oficina";"Alquiler";"Lleida";79;411669;08/04/2006;"Pedro"
1657;08/16/2005;"Casa";"Alquiler";"Barcelona";89;358670;02/19/2006;"Luisa"
1658;08/16/2005;"Parking";"Alquiler";"Barcelona";232;1643256;02/22/2006;"María"
1659;08/16/2005;"Suelo";"Alquiler";"Barcelona";221;1069640;06/01/2006;"Joaquín"
1660;08/16/2005;"Suelo";"Alquiler";"Lleida";212;1926868;11/24/2005;"Carmen"
1661;08/17/2005;"Oficina";"Venta";"Barcelona";58;509356;05/20/2006;"Luisa"
1662;08/17/2005;"Piso";"Venta";"Lleida";167;1423007;04/08/2006;"Carmen"
1663;08/18/2005;"Parking";"Alquiler";"Barcelona";224;986048;02/10/2006;"María"
1664;08/19/2005;"Oficina";"Venta";"Girona";272;2233120;12/13/2005;"Luisa"
1665;08/19/2005;"Industrial";"Alquiler";"Lleida";238;2275994;06/15/2006;"Joaquín"
1666;08/19/2005;"Oficina";"Alquiler";"Lleida";69;442635;06/15/2006;"María"
1667;08/22/2005;"Local";"Venta";"Barcelona";209;843106;01/24/2006;"María"
1668;08/22/2005;"Oficina";"Alquiler";"Lleida";103;872204;11/26/2005;"María"
1669;08/23/2005;"Oficina";"Alquiler";"Girona";203;1933372;01/31/2006;"Jesús"
1670;08/23/2005;"Local";"Venta";"Tarragona";263;1499889;08/08/2006;"Pedro"
1671;08/24/2005;"Industrial";"Venta";"Tarragona";236;1707224;02/05/2006;"Pedro"
1672;08/25/2005;"Oficina";"Venta";"Girona";227;1789214;12/02/2005;"Joaquín"
1673;08/26/2005;"Industrial";"Venta";"Lleida";223;1509710;01/11/2006;"Jesús"
1674;08/26/2005;"Casa";"Venta";"Girona";242;2290046;01/24/2006;"María"
1675;08/26/2005;"Piso";"Alquiler";"Tarragona";216;2045304;04/09/2006;"Jesús"
1676;08/27/2005;"Oficina";"Venta";"Tarragona";239;2181353;06/15/2006;"María"
1677;08/27/2005;"Industrial";"Venta";"Lleida";300;2625600;01/08/2006;"María"
1678;08/27/2005;"Oficina";"Venta";"Lleida";48;474864;02/11/2006;"Luisa"
1679;08/27/2005;"Oficina";"Venta";"Barcelona";91;663845;04/07/2006;"María"
1680;08/27/2005;"Piso";"Alquiler";"Lleida";70;615440;04/01/2006;"Jesús"
1681;08/28/2005;"Casa";"Venta";"Girona";284;1459192;07/02/2006;"María"
1682;08/28/2005;"Casa";"Alquiler";"Girona";265;1441070;08/04/2006;"Jesús"
1683;08/28/2005;"Suelo";"Venta";"Tarragona";101;552773;11/28/2005;"Luisa"
1684;08/28/2005;"Industrial";"Alquiler";"Girona";224;1932448;02/03/2006;"Carmen"
1685;08/28/2005;"Piso";"Alquiler";"Barcelona";254;1191260;07/27/2006;"Pedro"
1686;08/28/2005;"Piso";"Venta";"Lleida";97;765815;07/15/2006;"María"
1687;08/29/2005;"Parking";"Alquiler";"Girona";82;700854;04/22/2006;"María"
1688;08/29/2005;"Piso";"Alquiler";"Lleida";252;1923516;05/23/2006;"Pedro"
1689;08/29/2005;"Piso";"Alquiler";"Girona";108;581580;08/04/2006;"Carmen"
1690;08/30/2005;"Parking";"Venta";"Girona";142;681884;06/12/2006;"Carmen"
1691;08/30/2005;"Casa";"Venta";"Tarragona";139;785628;01/10/2006;"Jesús"
1692;08/30/2005;"Local";"Venta";"Lleida";78;391950;03/14/2006;"Jesús"
1693;08/30/2005;"Suelo";"Venta";"Lleida";233;2171327;01/09/2006;"Jesús"
1694;08/31/2005;"Local";"Venta";"Girona";275;1826825;05/14/2006;"Jesús"
1695;08/31/2005;"Casa";"Alquiler";"Girona";248;1234048;02/28/2006;"Jesús"
1696;08/31/2005;"Industrial";"Venta";"Barcelona";158;1473982;08/29/2006;"Carmen"
1697;09/01/2005;"Industrial";"Venta";"Girona";116;1143412;07/03/2006;"María"
1698;09/02/2005;"Industrial";"Alquiler";"Barcelona";213;1333593;04/06/2006;"Jesús"
1699;09/03/2005;"Industrial";"Alquiler";"Barcelona";202;1558430;01/26/2006;"Jesús"
1700;09/03/2005;"Parking";"Venta";"Barcelona";163;1150128;03/18/2006;"Joaquín"
1701;09/03/2005;"Piso";"Venta";"Barcelona";245;1517285;05/07/2006;"Luisa"
1702;09/04/2005;"Industrial";"Alquiler";"Lleida";198;840312;05/27/2006;"Pedro"
1703;09/06/2005;"Industrial";"Venta";"Lleida";288;2171520;08/28/2006;"Carmen"
1704;09/06/2005;"Industrial";"Venta";"Barcelona";161;827057;05/05/2006;"María"
1705;09/06/2005;"Local";"Alquiler";"Tarragona";170;1429020;12/14/2005;"Pedro"
1706;09/06/2005;"Industrial";"Alquiler";"Tarragona";261;2026404;02/05/2006;"Carmen"
1707;09/07/2005;"Piso";"Alquiler";"Tarragona";99;938916;09/04/2006;"Pedro"
1708;09/07/2005;"Casa";"Alquiler";"Tarragona";205;1762180;05/14/2006;"Jesús"
1709;09/07/2005;"Parking";"Alquiler";"Barcelona";173;842683;01/30/2006;"Joaquín"
1710;09/07/2005;"Local";"Venta";"Barcelona";272;2074000;08/14/2006;"Joaquín"
1711;09/08/2005;"Local";"Venta";"Barcelona";299;1424436;01/17/2006;"Carmen"
1712;09/08/2005;"Parking";"Alquiler";"Lleida";115;907580;07/11/2006;"Carmen"
1713;09/09/2005;"Piso";"Venta";"Girona";201;1333434;02/17/2006;"María"
1714;09/09/2005;"Suelo";"Venta";"Barcelona";129;617652;09/03/2006;"Joaquín"
1715;09/09/2005;"Industrial";"Alquiler";"Tarragona";100;526800;04/29/2006;"Joaquín"
1716;09/09/2005;"Oficina";"Venta";"Tarragona";187;1031305;02/17/2006;"Joaquín"
1717;09/09/2005;"Parking";"Alquiler";"Tarragona";153;824517;05/31/2006;"María"
1718;09/09/2005;"Local";"Venta";"Barcelona";218;1911424;07/22/2006;"Carmen"
1719;09/10/2005;"Industrial";"Venta";"Lleida";121;747659;03/08/2006;"Pedro"
1720;09/10/2005;"Local";"Venta";"Barcelona";254;1668526;12/29/2005;"Carmen"
1721;09/10/2005;"Oficina";"Alquiler";"Lleida";173;994750;09/02/2006;"Joaquín"
1722;09/10/2005;"Piso";"Alquiler";"Tarragona";250;2478000;04/27/2006;"Carmen"
1723;09/10/2005;"Oficina";"Alquiler";"Lleida";142;1201462;08/06/2006;"Jesús"
1724;09/10/2005;"Parking";"Venta";"Tarragona";270;1798470;03/02/2006;"Joaquín"
1725;09/11/2005;"Local";"Alquiler";"Barcelona";145;943805;05/17/2006;"Luisa"
1726;09/11/2005;"Oficina";"Alquiler";"Lleida";194;1931658;12/14/2005;"Jesús"
1727;09/11/2005;"Industrial";"Venta";"Tarragona";271;2028164;01/07/2006;"María"
1728;09/11/2005;"Piso";"Alquiler";"Tarragona";240;1602720;06/03/2006;"Joaquín"
1729;09/11/2005;"Suelo";"Venta";"Tarragona";185;1230990;05/19/2006;"Jesús"
1730;09/12/2005;"Oficina";"Venta";"Tarragona";194;1490114;12/18/2005;"Luisa"
1731;09/12/2005;"Parking";"Venta";"Tarragona";223;2143922;04/20/2006;"Jesús"
1732;09/12/2005;"Oficina";"Venta";"Barcelona";66;415866;07/19/2006;"María"
1733;09/13/2005;"Industrial";"Venta";"Barcelona";140;864080;02/08/2006;"Carmen"
1734;09/13/2005;"Oficina";"Alquiler";"Barcelona";223;974956;07/23/2006;"Luisa"
1735;09/14/2005;"Parking";"Alquiler";"Girona";258;1430352;01/14/2006;"María"
1736;09/14/2005;"Industrial";"Alquiler";"Tarragona";176;1043856;05/25/2006;"Jesús"
1737;09/14/2005;"Piso";"Venta";"Barcelona";94;707914;05/07/2006;"Jesús"
1738;09/14/2005;"Casa";"Alquiler";"Tarragona";153;948600;03/30/2006;"Jesús"
1739;09/16/2005;"Local";"Alquiler";"Girona";91;838292;04/16/2006;"Pedro"
1740;09/16/2005;"Local";"Venta";"Tarragona";145;598705;12/17/2005;"María"
1741;09/16/2005;"Oficina";"Venta";"Tarragona";79;441373;02/02/2006;"Carmen"
1742;09/17/2005;"Parking";"Venta";"Girona";70;428190;02/20/2006;"Jesús"
1743;09/17/2005;"Casa";"Venta";"Girona";292;2630336;01/08/2006;"Joaquín"
1744;09/17/2005;"Piso";"Venta";"Tarragona";51;425646;12/18/2005;"Luisa"
1745;09/17/2005;"Casa";"Venta";"Tarragona";132;641520;04/04/2006;"Joaquín"
1746;09/19/2005;"Parking";"Alquiler";"Barcelona";193;1540140;08/08/2006;"Jesús"
1747;09/20/2005;"Piso";"Alquiler";"Girona";240;2183760;01/27/2006;"Jesús"
1748;09/21/2005;"Piso";"Alquiler";"Barcelona";111;656676;02/05/2006;"Joaquín"
1749;09/21/2005;"Piso";"Alquiler";"Tarragona";123;873546;02/02/2006;"Joaquín"
1750;09/21/2005;"Local";"Venta";"Girona";117;474084;07/21/2006;"Luisa"
1751;09/21/2005;"Parking";"Alquiler";"Girona";258;1758786;02/24/2006;"Jesús"
1752;09/21/2005;"Piso";"Venta";"Tarragona";116;803300;09/13/2006;"María"
1753;09/21/2005;"Casa";"Alquiler";"Tarragona";185;1129980;04/10/2006;"Pedro"
1754;09/21/2005;"Piso";"Venta";"Lleida";55;433235;03/23/2006;"Carmen"
1755;09/22/2005;"Casa";"Venta";"Barcelona";182;1305304;06/06/2006;"Luisa"
1756;09/24/2005;"Oficina";"Alquiler";"Lleida";85;613275;02/12/2006;"Pedro"
1757;09/24/2005;"Suelo";"Alquiler";"Tarragona";204;878424;07/23/2006;"Carmen"
1758;09/24/2005;"Parking";"Alquiler";"Lleida";47;403401;01/24/2006;"María"
1759;09/25/2005;"Casa";"Venta";"Tarragona";232;2133472;05/18/2006;"Carmen"
1760;09/25/2005;"Local";"Alquiler";"Barcelona";98;683844;01/21/2006;"Joaquín"
1761;09/26/2005;"Piso";"Venta";"Lleida";214;1689316;01/17/2006;"Carmen"
1762;09/26/2005;"Casa";"Venta";"Girona";191;1514057;09/20/2006;"Luisa"
1763;09/27/2005;"Local";"Alquiler";"Girona";78;678132;04/23/2006;"María"
1764;09/27/2005;"Piso";"Alquiler";"Barcelona";187;911064;02/24/2006;"María"
1765;09/29/2005;"Industrial";"Alquiler";"Barcelona";121;490897;09/27/2006;"María"
1766;09/29/2005;"Oficina";"Venta";"Barcelona";231;2299374;05/15/2006;"Jesús"
1767;09/29/2005;"Parking";"Venta";"Lleida";82;764240;01/15/2006;"Pedro"
1768;09/30/2005;"Suelo";"Alquiler";"Barcelona";79;409378;08/15/2006;"Luisa"
1769;10/01/2005;"Oficina";"Venta";"Tarragona";134;549668;08/10/2006;"Pedro"
1770;10/01/2005;"Piso";"Venta";"Barcelona";164;878712;01/21/2006;"María"
1771;10/01/2005;"Local";"Alquiler";"Tarragona";285;1779825;02/28/2006;"María"
1772;10/01/2005;"Industrial";"Alquiler";"Lleida";148;644688;05/22/2006;"Jesús"
1773;10/01/2005;"Casa";"Venta";"Barcelona";132;850476;05/20/2006;"Jesús"
1774;10/01/2005;"Casa";"Venta";"Lleida";193;1033515;12/30/2005;"Pedro"
1775;10/01/2005;"Local";"Venta";"Girona";53;446313;08/16/2006;"Pedro"
1776;10/01/2005;"Parking";"Venta";"Tarragona";229;2215117;08/01/2006;"Jesús"
1777;10/02/2005;"Local";"Venta";"Girona";279;1512738;07/08/2006;"Luisa"
1778;10/02/2005;"Local";"Alquiler";"Barcelona";204;1929228;05/14/2006;"Pedro"
1779;10/02/2005;"Suelo";"Alquiler";"Barcelona";68;613496;01/18/2006;"Jesús"
1780;10/02/2005;"Casa";"Venta";"Barcelona";180;979560;06/09/2006;"María"
1781;10/02/2005;"Casa";"Venta";"Barcelona";55;264385;07/27/2006;"Joaquín"
1782;10/02/2005;"Casa";"Alquiler";"Barcelona";258;1146552;07/26/2006;"Luisa"
1783;10/03/2005;"Piso";"Venta";"Lleida";300;1506300;04/24/2006;"Pedro"
1784;10/03/2005;"Parking";"Alquiler";"Girona";85;809115;05/25/2006;"María"
1785;10/03/2005;"Oficina";"Venta";"Tarragona";61;257725;02/27/2006;"Jesús"
1786;10/03/2005;"Casa";"Venta";"Lleida";82;359406;09/28/2006;"Pedro"
1787;10/03/2005;"Parking";"Venta";"Tarragona";299;2669472;06/10/2006;"Joaquín"
1788;10/03/2005;"Parking";"Venta";"Girona";85;658835;07/14/2006;"Luisa"
1789;10/04/2005;"Oficina";"Alquiler";"Girona";85;749275;01/05/2006;"María"
1790;10/04/2005;"Local";"Venta";"Girona";238;2184364;08/11/2006;"Luisa"
1791;10/04/2005;"Oficina";"Alquiler";"Girona";228;1747392;05/24/2006;"Carmen"
1792;10/05/2005;"Local";"Venta";"Barcelona";106;804540;10/02/2006;"Pedro"
1793;10/05/2005;"Casa";"Alquiler";"Barcelona";274;1753052;02/28/2006;"Joaquín"
1794;10/05/2005;"Local";"Alquiler";"Girona";118;970314;02/15/2006;"Luisa"
1795;10/05/2005;"Oficina";"Venta";"Barcelona";224;1420160;05/03/2006;"Jesús"
1796;10/06/2005;"Casa";"Alquiler";"Girona";208;1811680;05/31/2006;"Jesús"
1797;10/06/2005;"Suelo";"Alquiler";"Lleida";132;882420;10/06/2006;"Carmen"
1798;10/06/2005;"Local";"Alquiler";"Barcelona";211;1522998;06/02/2006;"Luisa"
1799;10/06/2005;"Oficina";"Alquiler";"Lleida";289;2249576;06/18/2006;"Carmen"
1800;10/06/2005;"Industrial";"Venta";"Lleida";160;1319520;08/02/2006;"Jesús"
1801;10/06/2005;"Piso";"Venta";"Tarragona";127;1204722;07/29/2006;"Joaquín"
1802;10/07/2005;"Oficina";"Venta";"Barcelona";158;909606;06/19/2006;"Carmen"
1803;10/07/2005;"Casa";"Venta";"Lleida";253;2378453;09/10/2006;"Luisa"
1804;10/07/2005;"Suelo";"Venta";"Barcelona";116;857936;01/23/2006;"Luisa"
1805;10/07/2005;"Suelo";"Venta";"Barcelona";242;1963104;07/19/2006;"Pedro"
1806;10/08/2005;"Industrial";"Venta";"Tarragona";264;1133352;02/02/2006;"Pedro"
1807;10/09/2005;"Local";"Alquiler";"Girona";211;1244056;09/01/2006;"María"
1808;10/09/2005;"Local";"Venta";"Lleida";129;735945;06/08/2006;"Joaquín"
1809;10/11/2005;"Local";"Alquiler";"Girona";151;1382707;05/07/2006;"María"
1810;10/11/2005;"Industrial";"Venta";"Barcelona";64;480384;05/15/2006;"Carmen"
1811;10/12/2005;"Oficina";"Venta";"Lleida";215;1473180;05/12/2006;"Pedro"
1812;10/12/2005;"Oficina";"Venta";"Barcelona";124;945624;05/22/2006;"Joaquín"
1813;10/12/2005;"Local";"Alquiler";"Girona";246;2010312;02/21/2006;"María"
1814;10/12/2005;"Local";"Alquiler";"Barcelona";56;346192;04/18/2006;"María"
1815;10/12/2005;"Local";"Alquiler";"Girona";72;686232;09/12/2006;"Luisa"
1816;10/12/2005;"Industrial";"Venta";"Tarragona";120;1050000;02/05/2006;"Pedro"
1817;10/13/2005;"Industrial";"Venta";"Girona";76;368676;09/29/2006;"Luisa"
1818;10/13/2005;"Local";"Venta";"Lleida";255;2063460;05/25/2006;"Luisa"
1819;10/13/2005;"Casa";"Venta";"Lleida";245;1605730;06/20/2006;"Pedro"
1820;10/14/2005;"Industrial";"Venta";"Lleida";122;497272;08/16/2006;"Luisa"
1821;10/14/2005;"Casa";"Alquiler";"Girona";207;1556226;06/21/2006;"Carmen"
1822;10/15/2005;"Casa";"Venta";"Girona";84;437640;02/09/2006;"María"
1823;10/15/2005;"Parking";"Alquiler";"Barcelona";271;2334123;08/02/2006;"Joaquín"
1824;10/15/2005;"Local";"Alquiler";"Lleida";257;2136184;04/18/2006;"Jesús"
1825;10/15/2005;"Piso";"Venta";"Girona";262;2390750;03/11/2006;"Pedro"
1826;10/16/2005;"Suelo";"Venta";"Barcelona";228;994536;03/27/2006;"Joaquín"
1827;10/16/2005;"Oficina";"Venta";"Girona";145;1169860;05/06/2006;"Joaquín"
1828;10/16/2005;"Local";"Venta";"Barcelona";214;1687604;01/22/2006;"Luisa"
1829;10/17/2005;"Industrial";"Alquiler";"Lleida";159;724563;08/27/2006;"Jesús"
1830;10/17/2005;"Oficina";"Venta";"Lleida";202;1867692;03/06/2006;"Jesús"
1831;10/17/2005;"Oficina";"Venta";"Tarragona";156;991224;05/30/2006;"Carmen"
1832;10/18/2005;"Piso";"Alquiler";"Lleida";211;1284568;08/26/2006;"Carmen"
1833;10/18/2005;"Piso";"Alquiler";"Lleida";71;388583;01/18/2006;"Jesús"
1834;10/18/2005;"Casa";"Alquiler";"Girona";157;1182053;04/09/2006;"Joaquín"
1835;10/19/2005;"Oficina";"Venta";"Tarragona";70;511840;03/20/2006;"María"
1836;10/20/2005;"Parking";"Alquiler";"Barcelona";133;745864;06/01/2006;"María"
1837;10/20/2005;"Parking";"Alquiler";"Lleida";46;237176;08/08/2006;"María"
1838;10/20/2005;"Suelo";"Alquiler";"Tarragona";214;1642664;08/29/2006;"Luisa"
1839;10/21/2005;"Casa";"Alquiler";"Girona";258;2475510;06/28/2006;"Jesús"
1840;10/22/2005;"Suelo";"Alquiler";"Barcelona";276;1544496;05/12/2006;"Carmen"
1841;10/22/2005;"Local";"Alquiler";"Tarragona";49;452417;06/19/2006;"Luisa"
1842;10/22/2005;"Industrial";"Venta";"Lleida";254;2299208;09/05/2006;"Pedro"
1843;10/22/2005;"Industrial";"Alquiler";"Tarragona";98;955500;07/10/2006;"Luisa"
1844;10/23/2005;"Parking";"Alquiler";"Tarragona";107;658157;03/16/2006;"Pedro"
1845;10/25/2005;"Suelo";"Alquiler";"Tarragona";158;938836;09/05/2006;"Jesús"
1846;10/26/2005;"Local";"Alquiler";"Lleida";205;1597360;10/15/2006;"Carmen"
1847;10/27/2005;"Oficina";"Alquiler";"Tarragona";182;1499134;09/07/2006;"Joaquín"
1848;10/27/2005;"Oficina";"Venta";"Girona";266;1327606;05/02/2006;"María"
1849;10/28/2005;"Casa";"Venta";"Girona";160;781120;04/10/2006;"Pedro"
1850;10/28/2005;"Parking";"Alquiler";"Barcelona";218;991900;05/28/2006;"Jesús"
1851;10/28/2005;"Parking";"Venta";"Tarragona";162;957582;03/24/2006;"Joaquín"
1852;10/28/2005;"Piso";"Alquiler";"Girona";164;1421060;10/28/2006;"Luisa"
1853;10/28/2005;"Industrial";"Alquiler";"Barcelona";224;1422624;03/12/2006;"Luisa"
1854;10/28/2005;"Suelo";"Venta";"Barcelona";249;1878954;10/28/2006;"Luisa"
1855;10/29/2005;"Casa";"Venta";"Girona";160;1263040;02/08/2006;"Jesús"
1856;10/29/2005;"Casa";"Venta";"Girona";284;2467960;04/25/2006;"Pedro"
1857;10/30/2005;"Local";"Venta";"Lleida";254;2394204;08/19/2006;"María"
1858;10/30/2005;"Parking";"Alquiler";"Lleida";103;536733;10/28/2006;"María"
1859;10/31/2005;"Casa";"Alquiler";"Girona";216;1883088;10/18/2006;"Pedro"
1860;11/01/2005;"Oficina";"Alquiler";"Girona";213;2083779;04/23/2006;"María"
1861;11/02/2005;"Suelo";"Venta";"Lleida";228;1944840;10/10/2006;"María"
1862;11/02/2005;"Parking";"Venta";"Barcelona";249;2221329;05/12/2006;"Pedro"
1863;11/02/2005;"Suelo";"Venta";"Tarragona";82;417872;03/23/2006;"Luisa"
1864;11/02/2005;"Oficina";"Alquiler";"Girona";67;304113;06/29/2006;"Joaquín"
1865;11/03/2005;"Casa";"Venta";"Lleida";71;299407;04/05/2006;"María"
1866;11/03/2005;"Suelo";"Venta";"Lleida";70;540890;06/12/2006;"Jesús"
1867;11/03/2005;"Parking";"Venta";"Tarragona";111;514596;05/27/2006;"Luisa"
1868;11/04/2005;"Suelo";"Venta";"Girona";69;667299;10/25/2006;"Luisa"
1869;11/04/2005;"Piso";"Venta";"Girona";259;1074332;02/09/2006;"Joaquín"
1870;11/04/2005;"Suelo";"Venta";"Girona";191;1895293;07/21/2006;"María"
1871;11/05/2005;"Oficina";"Venta";"Girona";119;523481;10/29/2006;"Luisa"
1872;11/05/2005;"Industrial";"Alquiler";"Girona";233;1644747;05/05/2006;"Carmen"
1873;11/05/2005;"Parking";"Alquiler";"Tarragona";122;1162172;02/26/2006;"Luisa"
1874;11/07/2005;"Piso";"Venta";"Lleida";128;706560;04/16/2006;"Carmen"
1875;11/07/2005;"Oficina";"Venta";"Lleida";93;589155;04/22/2006;"Carmen"
1876;11/08/2005;"Local";"Alquiler";"Lleida";191;1370998;09/07/2006;"Joaquín"
1877;11/08/2005;"Oficina";"Venta";"Tarragona";171;1093887;04/09/2006;"Pedro"
1878;11/08/2005;"Local";"Venta";"Girona";170;974610;08/18/2006;"María"
1879;11/08/2005;"Piso";"Venta";"Tarragona";59;265913;05/13/2006;"Luisa"
1880;11/08/2005;"Oficina";"Alquiler";"Girona";153;912798;05/31/2006;"Jesús"
1881;11/09/2005;"Piso";"Alquiler";"Tarragona";157;1174203;04/09/2006;"Pedro"
1882;11/09/2005;"Suelo";"Alquiler";"Lleida";186;1713990;08/28/2006;"María"
1883;11/09/2005;"Parking";"Alquiler";"Girona";156;1508988;09/18/2006;"Jesús"
1884;11/10/2005;"Local";"Alquiler";"Barcelona";246;2216214;04/17/2006;"María"
1885;11/12/2005;"Suelo";"Venta";"Tarragona";225;1300500;07/24/2006;"Carmen"
1886;11/12/2005;"Oficina";"Alquiler";"Girona";273;2333058;03/05/2006;"Joaquín"
1887;11/13/2005;"Parking";"Venta";"Barcelona";156;692484;02/19/2006;"Pedro"
1888;11/13/2005;"Suelo";"Venta";"Tarragona";68;392972;07/27/2006;"Pedro"
1889;11/13/2005;"Piso";"Alquiler";"Lleida";74;341584;04/16/2006;"Luisa"
1890;11/13/2005;"Oficina";"Venta";"Tarragona";251;2070750;09/03/2006;"Carmen"
1891;11/13/2005;"Local";"Alquiler";"Barcelona";89;499735;08/19/2006;"María"
1892;11/13/2005;"Industrial";"Venta";"Tarragona";154;1380764;05/04/2006;"Carmen"
1893;11/13/2005;"Oficina";"Alquiler";"Barcelona";70;526680;02/17/2006;"Joaquín"
1894;11/14/2005;"Parking";"Venta";"Girona";46;426880;05/16/2006;"Luisa"
1895;11/14/2005;"Suelo";"Venta";"Lleida";280;1720320;04/05/2006;"María"
1896;11/14/2005;"Oficina";"Venta";"Lleida";191;804683;02/14/2006;"María"
1897;11/15/2005;"Oficina";"Alquiler";"Barcelona";62;421290;05/21/2006;"Joaquín"
1898;11/16/2005;"Suelo";"Alquiler";"Lleida";163;1179957;06/06/2006;"María"
1899;11/16/2005;"Industrial";"Alquiler";"Barcelona";114;878940;10/18/2006;"Luisa"
1900;11/16/2005;"Local";"Venta";"Tarragona";277;1116587;10/01/2006;"Carmen"
1901;11/17/2005;"Piso";"Alquiler";"Tarragona";161;917378;05/04/2006;"Carmen"
1902;11/17/2005;"Casa";"Alquiler";"Lleida";65;431275;08/16/2006;"Luisa"
1903;11/19/2005;"Parking";"Venta";"Barcelona";145;1213505;11/05/2006;"Pedro"
1904;11/19/2005;"Oficina";"Venta";"Tarragona";220;1601600;05/05/2006;"Luisa"
1905;11/19/2005;"Local";"Alquiler";"Lleida";87;756900;05/26/2006;"Carmen"
1906;11/20/2005;"Local";"Alquiler";"Tarragona";90;416430;11/01/2006;"Jesús"
1907;11/20/2005;"Suelo";"Venta";"Tarragona";106;501380;10/16/2006;"Jesús"
1908;11/21/2005;"Parking";"Venta";"Lleida";51;472668;04/04/2006;"María"
1909;11/21/2005;"Parking";"Alquiler";"Tarragona";119;508606;08/17/2006;"Carmen"
1910;11/21/2005;"Suelo";"Alquiler";"Tarragona";185;1179190;03/14/2006;"Luisa"
1911;11/21/2005;"Casa";"Alquiler";"Barcelona";113;1059827;10/21/2006;"Joaquín"
1912;11/22/2005;"Industrial";"Venta";"Girona";95;783370;09/04/2006;"Jesús"
1913;11/22/2005;"Industrial";"Alquiler";"Tarragona";287;1926344;06/18/2006;"María"
1914;11/22/2005;"Local";"Alquiler";"Lleida";161;914641;04/11/2006;"Joaquín"
1915;11/22/2005;"Industrial";"Alquiler";"Lleida";177;1736901;10/24/2006;"María"
1916;11/22/2005;"Oficina";"Venta";"Lleida";263;2323868;05/25/2006;"Pedro"
1917;11/23/2005;"Local";"Venta";"Tarragona";58;426010;03/09/2006;"Joaquín"
1918;11/23/2005;"Parking";"Venta";"Girona";45;301815;10/19/2006;"Joaquín"
1919;11/23/2005;"Oficina";"Alquiler";"Tarragona";44;363968;09/02/2006;"Carmen"
1920;11/23/2005;"Suelo";"Venta";"Girona";243;2347137;07/19/2006;"María"
1921;11/24/2005;"Oficina";"Venta";"Girona";87;655893;03/09/2006;"Jesús"
1922;11/24/2005;"Casa";"Venta";"Tarragona";223;1360523;03/02/2006;"Jesús"
1923;11/24/2005;"Suelo";"Alquiler";"Tarragona";287;1276289;04/19/2006;"María"
1924;11/25/2005;"Parking";"Alquiler";"Tarragona";295;2613405;11/23/2006;"Carmen"
1925;11/25/2005;"Industrial";"Alquiler";"Barcelona";276;1817736;09/14/2006;"Joaquín"
1926;11/25/2005;"Suelo";"Alquiler";"Girona";103;557127;05/08/2006;"Carmen"
1927;11/26/2005;"Parking";"Alquiler";"Girona";46;187680;11/13/2006;"Luisa"
1928;11/26/2005;"Piso";"Alquiler";"Tarragona";179;1674903;04/30/2006;"Jesús"
1929;11/26/2005;"Piso";"Alquiler";"Girona";96;854496;03/28/2006;"Pedro"
1930;11/26/2005;"Industrial";"Alquiler";"Tarragona";276;1539252;09/20/2006;"Pedro"
1931;11/27/2005;"Casa";"Alquiler";"Tarragona";288;1228320;09/23/2006;"Jesús"
1932;11/27/2005;"Local";"Venta";"Girona";88;795696;05/24/2006;"María"
1933;11/27/2005;"Industrial";"Alquiler";"Barcelona";180;1688040;07/07/2006;"Luisa"
1934;11/28/2005;"Industrial";"Alquiler";"Tarragona";105;1021230;09/17/2006;"Carmen"
1935;11/28/2005;"Industrial";"Alquiler";"Tarragona";80;405280;03/29/2006;"Carmen"
1936;11/28/2005;"Piso";"Venta";"Barcelona";249;1780350;03/14/2006;"Luisa"
1937;11/28/2005;"Suelo";"Venta";"Girona";188;1265992;10/21/2006;"Luisa"
1938;11/29/2005;"Local";"Venta";"Tarragona";154;783860;05/10/2006;"Carmen"
1939;11/29/2005;"Industrial";"Alquiler";"Girona";137;693631;07/21/2006;"Carmen"
